id,created_at,lng,lat,photos_count,checkins_count,users_count,radius_meters,highlights_count,items_count,max_items_count,spot_categories,distance_to_center
296137,2009-12-30T17:16:38Z,13.3026736429,52.5809042281,0,11,9,75,0,1,10,"[{'url': '/categories/15', 'name': 'Mexican'}]",9.587669497742255
296209,2009-12-30T17:27:05Z,13.41300594,52.52005213,1,31,28,75,0,2,10,"[{'url': '/categories/449', 'name': ""Dunkin' Donuts""}]",0.7844333312479992
296262,2009-12-30T17:32:36Z,13.3546958667,52.4499516333,0,29,13,100,0,3,10,"[{'url': '/categories/202', 'name': 'Discount Store'}]",8.31543353782613
296308,2009-12-30T17:37:28Z,13.3532159333,52.4489129333,0,37,11,75,0,2,10,"[{'url': '/categories/201', 'name': 'Drugstore & Pharmacy'}]",8.460572990303755
296336,2009-12-30T17:40:23Z,13.3228614488,52.5088119776,0,29,12,75,0,3,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",5.444105550635629
296631,2009-12-30T18:13:39Z,13.45526427,52.53363668,0,29,15,300,0,1,10,"[{'url': '/categories/11', 'name': 'Mall'}]",3.979551050143613
296870,2009-12-30T18:42:56Z,13.289070285,52.5831232766,0,19,16,100,0,1,10,"[{'url': '/categories/30', 'name': 'Cineplex'}]",10.417028695772137
297209,2009-12-30T19:32:07Z,13.3625825,52.5052888,0,17,13,75,0,0,10,"[{'url': '/categories/18', 'name': 'Asian'}]",3.04908205717682
297375,2009-12-30T19:55:22Z,13.4181725925,52.540116262,1,13,11,75,0,1,10,"[{'url': '/categories/19', 'name': 'Italian'}]",2.5957957297855057
297436,2009-12-30T20:03:06Z,13.449324139,52.5238119181,0,15,9,50,0,2,10,"[{'url': '/categories/20', 'name': 'Apartment'}]",3.2766505073248675
297454,2009-12-30T20:05:03Z,13.31037729,52.50609499,0,33,14,75,0,1,10,"[{'url': '/categories/81', 'name': 'South American / Latin'}]",6.334774578185847
297739,2009-12-30T20:45:11Z,13.410895149,52.5411498635,0,17,16,50,0,1,10,"[{'url': '/categories/130', 'name': 'Sports Bar'}]",2.5342305058794428
298021,2009-12-30T21:28:33Z,13.4587889919,52.5127158144,1,19,12,75,0,2,10,"[{'url': '/categories/154', 'name': 'Burgers'}]",3.939224282075797
298081,2009-12-30T21:39:57Z,13.4121550033,52.5402563473,0,13,10,75,0,3,10,"[{'url': '/categories/24', 'name': 'Pub'}]",2.4617023894773675
298330,2009-12-30T22:25:36Z,13.40776205,52.5267612833,0,26,17,100,0,2,10,"[{'url': '/categories/18', 'name': 'Asian'}]",0.9523787575067327
298370,2009-12-30T22:30:50Z,13.30714863,52.51628762,0,43,14,75,0,3,10,"[{'url': '/categories/56', 'name': 'Other - Nightlife '}]",6.393246374584249
299234,2009-12-31T00:49:44Z,13.3983957767,52.5110170292,0,37,20,50,0,4,10,"[{'url': '/categories/51', 'name': 'Sculpture'}]",0.9215937380542518
299283,2009-12-31T00:58:37Z,13.3886972373,52.5256881997,2,39,34,75,0,1,10,"[{'url': '/categories/28', 'name': 'Dive Bar'}]",1.136745481886418
299291,2009-12-31T01:01:00Z,13.4682258075,52.5068663177,1,25,12,75,0,1,10,"[{'url': '/categories/155', 'name': 'Pizza'}]",4.713921295090612
299960,2009-12-31T03:20:03Z,13.4079737,52.5393747987,0,14,12,50,1,2,10,"[{'url': '/categories/24', 'name': 'Pub'}]",2.2980770607346668
300301,2009-12-31T05:23:19Z,13.44539141,52.50200021,1,16,13,75,1,2,10,"[{'url': '/categories/93', 'name': 'Hostel'}]",3.5245711375741293
300653,2009-12-31T09:11:23Z,13.3610271667,52.4468182333,1,42,20,75,0,2,10,"[{'url': '/categories/94', 'name': 'Light Rail'}]",8.490584448754026
300667,2009-12-31T09:19:23Z,13.3070504432,52.5134390996,0,15,11,75,0,1,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",6.423272487708221
300849,2009-12-31T10:44:33Z,13.42707651,52.54611271,0,18,11,100,0,1,10,"[{'url': '/categories/202', 'name': 'Discount Store'}]",3.467087180325438
300934,2009-12-31T11:15:40Z,13.324629,52.4608587833,0,24,19,75,0,3,10,"[{'url': '/categories/96', 'name': 'Bookstore'}]",8.307894986140232
301009,2009-12-31T11:45:51Z,13.33780896,52.50388419,0,23,16,75,0,0,10,"[{'url': '/categories/222', 'name': ""Women's Apparel""}]",4.6311105847498375
301020,2009-12-31T11:49:18Z,13.4580841556,52.5127868726,0,42,19,75,0,3,10,"[{'url': '/categories/123', 'name': 'Breakfast'}]",3.89088394359296
301091,2009-12-31T12:22:42Z,13.4530861401,52.5123745864,2,15,12,75,0,1,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",3.568045732680712
301192,2009-12-31T13:04:04Z,13.38331544,52.49374663,0,17,11,50,0,2,10,"[{'url': '/categories/106', 'name': 'Grocery'}]",3.0750588688976315
301259,2009-12-31T13:22:17Z,13.4134221333,52.5497537333,0,17,13,50,0,1,10,"[{'url': '/categories/187', 'name': 'Hot Dogs & Sausages'}]",3.5040379866130946
301272,2009-12-31T13:26:17Z,13.39133018,52.51321119,3,90,22,75,0,3,10,"[{'url': '/categories/433', 'name': 'Starbucks'}]",0.949753691389475
301346,2009-12-31T13:45:21Z,13.40472483,52.52280849,1,25,19,75,0,4,10,"[{'url': '/categories/98', 'name': 'Mediterranean'}]",0.46742882552177134
301442,2009-12-31T14:18:35Z,13.371503575,52.523692517,0,35,26,75,0,4,10,"[{'url': '/categories/93', 'name': 'Hostel'}]",2.094656560319837
301458,2009-12-31T14:23:43Z,13.4845590591,52.484818739,7,48,31,150,0,3,10,"[{'url': '/categories/75', 'name': 'Theme Park'}]",6.790304384720235
301693,2009-12-31T15:29:19Z,13.4127142406,52.5445387835,0,20,13,75,0,4,10,"[{'url': '/categories/93', 'name': 'Hostel'}]",2.9299610802813634
301806,2009-12-31T15:58:16Z,13.3220789667,52.4563686,1,14,10,50,0,2,10,"[{'url': '/categories/54', 'name': 'Other - Shopping'}]",8.807154781383998
301811,2009-12-31T16:00:58Z,13.3318961,52.4526942833,0,13,8,100,0,0,10,"[{'url': '/categories/202', 'name': 'Discount Store'}]",8.759211475447488
301892,2009-12-31T16:20:21Z,13.37865012,52.5103451,1,38,28,75,1,2,10,"[{'url': '/categories/15', 'name': 'Mexican'}]",1.8274616726466966
302352,2009-12-31T17:44:16Z,13.3207627722,52.4521918567,1,12,10,75,0,1,10,"[{'url': '/categories/19', 'name': 'Italian'}]",9.23194265690491
302431,2009-12-31T17:55:55Z,13.3878278732,52.5263851722,0,19,18,50,0,2,10,"[{'url': '/categories/18', 'name': 'Asian'}]",1.2318856785327619
302717,2009-12-31T18:34:07Z,13.37445783,52.50965636,2,247,92,100,1,6,10,"[{'url': '/categories/30', 'name': 'Cineplex'}]",2.11020736877687
302784,2009-12-31T18:42:13Z,13.3307787333,52.49098685,0,131,34,75,0,2,10,"[{'url': '/categories/164', 'name': 'Subway'}]",5.7172790052760565
302902,2009-12-31T18:57:09Z,13.39230471,52.52578437,1,10,9,75,0,0,10,"[{'url': '/categories/236', 'name': 'Fine Dining'}]",0.9716106555234673
304153,2009-12-31T21:47:26Z,13.2152098,52.4400271167,0,22,21,75,0,2,10,"[{'url': '/categories/95', 'name': 'Train Station'}]",15.377877852724355
304239,2009-12-31T22:00:07Z,13.3758591259,52.508692187,2,49,31,75,0,5,10,"[{'url': '/categories/100', 'name': 'Steakhouse'}]",2.085899634165503
304567,2009-12-31T22:43:48Z,13.38791584,52.52091604,8,102,84,75,0,5,10,"[{'url': '/categories/103', 'name': 'Theatre'}]",0.9428795078955785
305807,2010-01-01T02:33:10Z,13.4007107,52.53142982,0,13,12,75,0,1,10,"[{'url': '/categories/188', 'name': 'Gallery'}]",1.3739116209471733
305910,2010-01-01T02:58:58Z,13.4227609634,52.5449385968,1,32,14,50,1,2,10,"[{'url': '/categories/28', 'name': 'Dive Bar'}]",3.2138918713283693
306575,2010-01-01T07:49:46Z,13.4101803451,52.5296893242,1,18,15,50,0,6,10,"[{'url': '/categories/21', 'name': 'Home'}]",1.3167454113784731
306778,2010-01-01T11:13:43Z,13.3284008503,52.5250600939,0,11,11,50,0,0,10,"[{'url': '/categories/20', 'name': 'Apartment'}]",4.991610986392627
306802,2010-01-01T11:34:06Z,13.3420887421,52.5000343236,0,19,13,75,0,1,10,"[{'url': '/categories/47', 'name': 'Modern Hotel'}]",4.545899721958835
306843,2010-01-01T12:06:54Z,13.4040284157,52.5203665145,7,80,68,150,0,3,10,"[{'url': '/categories/76', 'name': 'Aquarium'}]",0.22158682514277714
306889,2010-01-01T12:39:51Z,13.4012149833,52.5324307167,1,23,22,75,0,3,10,"[{'url': '/categories/123', 'name': 'Breakfast'}]",1.484254644516061
306890,2010-01-01T12:39:53Z,13.3930930294,52.5249625468,2,25,25,75,0,2,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",0.8674875889178362
306924,2010-01-01T12:57:40Z,13.403004,52.5348734667,0,12,10,75,0,2,10,"[{'url': '/categories/161', 'name': 'Vegetarian / Vegan'}]",1.7585903539724663
306933,2010-01-01T13:02:14Z,13.4500462404,52.5225397684,0,17,11,50,0,1,10,"[{'url': '/categories/187', 'name': 'Hot Dogs & Sausages'}]",3.3055148274140915
307098,2010-01-01T14:19:38Z,13.41678202,52.54379892,1,13,10,75,0,1,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",2.935653919145192
307104,2010-01-01T14:22:44Z,13.1308195333,52.3934085333,2,23,18,75,0,2,10,"[{'url': '/categories/141', 'name': 'Hall'}]",23.05922885400769
307112,2010-01-01T14:27:40Z,13.4030491483,52.523359387,1,37,31,75,0,3,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",0.48652020263259155
307177,2010-01-01T15:01:26Z,13.191279,52.43402035,0,24,19,75,0,1,10,"[{'url': '/categories/457', 'name': 'Burger King'}]",17.094438556460105
307229,2010-01-01T15:27:24Z,13.3031175822,52.5080867123,0,29,13,150,0,2,10,"[{'url': '/categories/75', 'name': 'Theme Park'}]",6.770403310848801
307298,2010-01-01T15:50:15Z,13.4813797,52.4895086667,3,28,11,150,1,2,10,"[{'url': '/categories/38', 'name': 'City Park'}]",6.326951285598018
307428,2010-01-01T16:36:52Z,13.387934791,52.5179830627,5,117,73,75,0,2,10,"[{'url': '/categories/19', 'name': 'Italian'}]",0.9274652114704464
308693,2010-01-01T21:17:47Z,13.4695442167,52.5073493333,1,18,14,75,0,2,10,"[{'url': '/categories/93', 'name': 'Hostel'}]",4.7844733215441435
308798,2010-01-01T21:37:57Z,13.3814067833,52.4875669667,1,34,30,150,1,2,10,"[{'url': '/categories/38', 'name': 'City Park'}]",3.7597021845907
311028,2010-01-02T10:32:11Z,13.35393955,52.4969506771,1,11,9,75,0,1,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",4.053086014394071
311048,2010-01-02T10:40:44Z,13.2979908,52.4113978,0,15,6,100,0,2,10,"[{'url': '/categories/202', 'name': 'Discount Store'}]",13.877023865401474
311087,2010-01-02T10:59:54Z,13.33263278,52.49619543,0,55,26,75,0,4,10,"[{'url': '/categories/164', 'name': 'Subway'}]",5.311803553276286
311128,2010-01-02T11:14:16Z,13.32517659,52.46304321,1,67,19,300,0,2,10,"[{'url': '/categories/11', 'name': 'Mall'}]",8.096229564240236
311153,2010-01-02T11:21:49Z,13.4007107,52.53142982,0,31,15,75,0,3,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",1.3739116209471733
311315,2010-01-02T12:07:46Z,13.4586870573,52.5085291645,1,17,16,75,0,1,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",4.042462666627035
311350,2010-01-02T12:14:00Z,13.4142153651,52.5201680378,0,23,21,75,0,1,10,"[{'url': '/categories/110', 'name': 'Bakery'}]",0.8672590722721283
311355,2010-01-02T12:15:04Z,13.4142153651,52.5201680378,0,22,19,75,0,0,10,"[{'url': '/categories/180', 'name': 'Candy Store'}]",0.8672590722721283
311375,2010-01-02T12:21:34Z,13.4142113268,52.520153509,0,17,15,75,0,0,10,"[{'url': '/categories/201', 'name': 'Drugstore & Pharmacy'}]",0.866765456006581
311394,2010-01-02T12:25:45Z,13.3865189552,52.4560551575,2,15,11,75,0,1,10,"[{'url': '/categories/36', 'name': 'Technology'}]",7.081707107502513
311403,2010-01-02T12:27:23Z,13.3870795369,52.4932282558,0,29,21,50,0,2,10,"[{'url': '/categories/46', 'name': 'Bus Station'}]",3.0366359945709682
311720,2010-01-02T14:01:22Z,13.24786299,52.50780785,0,17,14,75,0,1,10,"[{'url': '/categories/166', 'name': 'Historic Landmark'}]",10.473505105146046
311723,2010-01-02T14:02:24Z,13.4102180677,52.5225451892,1,34,23,75,0,2,10,"[{'url': '/categories/27', 'name': 'Wine Bar'}]",0.7030707269657243
312118,2010-01-02T15:13:30Z,13.4199018333,52.538045,3,41,39,75,0,2,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",2.4476910626470914
312172,2010-01-02T15:21:34Z,13.37911748,52.54948484,0,35,19,75,0,1,10,"[{'url': '/categories/195', 'name': 'Terrain Park'}]",3.7045725036607218
312881,2010-01-02T17:37:05Z,13.2978022099,52.441767686,0,11,6,50,0,1,10,"[{'url': '/categories/106', 'name': 'Grocery'}]",11.101727322797151
312910,2010-01-02T17:42:28Z,13.3826711833,52.4943364333,0,22,18,75,0,3,10,"[{'url': '/categories/56', 'name': 'Other - Nightlife '}]",3.033164497147173
313843,2010-01-02T19:55:20Z,13.2067009807,52.5379501687,0,14,9,50,0,1,10,"[{'url': '/categories/18', 'name': 'Asian'}]",13.345034584807117
314247,2010-01-02T20:51:20Z,13.1937837719,52.525401568,0,25,10,75,0,2,10,"[{'url': '/categories/130', 'name': 'Sports Bar'}]",14.07247858595205
314548,2010-01-02T21:27:06Z,13.4437807577,52.5009252425,0,21,20,75,0,2,10,"[{'url': '/categories/27', 'name': 'Wine Bar'}]",3.5008398688843703
314813,2010-01-02T22:05:48Z,13.2227164507,52.5367331158,0,12,12,50,0,0,10,"[{'url': '/categories/130', 'name': 'Sports Bar'}]",12.254049348742644
314845,2010-01-02T22:11:11Z,13.3975501777,52.5294212342,2,41,30,75,0,1,10,"[{'url': '/categories/28', 'name': 'Dive Bar'}]",1.180461618372318
315746,2010-01-03T00:20:43Z,13.5347776167,52.5105635167,1,11,9,75,0,1,10,"[{'url': '/categories/119', 'name': 'Gas & Automotive'}]",9.066814788808866
316833,2010-01-03T04:24:38Z,13.4626233,52.5054539,0,15,15,75,0,1,10,"[{'url': '/categories/25', 'name': 'Dancefloor'}]",4.4038641276156545
317286,2010-01-03T08:50:51Z,13.3283675298,52.4758767685,0,30,20,100,0,0,10,"[{'url': '/categories/65', 'name': 'Church'}]",6.899753359028217
317526,2010-01-03T11:44:10Z,13.4348608667,52.52677455,10,113,64,150,1,3,10,"[{'url': '/categories/38', 'name': 'City Park'}]",2.4122364105973184
317549,2010-01-03T11:57:51Z,13.3713745833,52.4695489667,0,37,24,75,0,3,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",5.874004496158521
317599,2010-01-03T12:24:48Z,13.431358758,52.5321524444,1,32,21,75,0,4,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",2.4871753511244488
317621,2010-01-03T12:33:37Z,13.417289257,52.543757624,1,26,15,75,0,1,10,"[{'url': '/categories/123', 'name': 'Breakfast'}]",2.9436129889808544
317671,2010-01-03T12:49:17Z,13.3516931534,52.4576830465,0,27,15,150,0,2,10,"[{'url': '/categories/38', 'name': 'City Park'}]",7.615583406481079
317677,2010-01-03T12:50:45Z,13.3606192,52.4906201333,0,30,22,75,0,3,10,"[{'url': '/categories/164', 'name': 'Subway'}]",4.204960725287353
317682,2010-01-03T12:52:50Z,13.3562497167,52.48600185,0,27,15,75,0,1,10,"[{'url': '/categories/110', 'name': 'Bakery'}]",4.78769469393662
317740,2010-01-03T13:14:36Z,13.419976,52.536763,1,14,11,75,0,2,10,"[{'url': '/categories/123', 'name': 'Breakfast'}]",2.328722742276482
317764,2010-01-03T13:25:08Z,13.4309129167,52.52763165,2,21,17,100,0,2,10,"[{'url': '/categories/37', 'name': 'Playground'}]",2.2039300618677875
317765,2010-01-03T13:25:22Z,13.4026551247,52.5313065419,2,38,27,50,1,3,10,"[{'url': '/categories/18', 'name': 'Asian'}]",1.361266482341373
318021,2010-01-03T14:55:26Z,13.4162237822,52.5333999261,1,11,5,35,0,1,10,"[{'url': '/categories/88', 'name': 'Victorian'}]",1.8770381830738783
318126,2010-01-03T15:22:15Z,13.4223210812,52.4771999523,0,25,8,75,0,1,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",4.86544436465075
318416,2010-01-03T16:38:08Z,13.4401026462,52.5176985311,0,18,16,75,0,2,10,"[{'url': '/categories/103', 'name': 'Theatre'}]",2.615010541850077
318420,2010-01-03T16:39:09Z,13.3541302167,52.4487362667,0,56,16,75,0,2,10,"[{'url': '/categories/94', 'name': 'Light Rail'}]",8.455003067024757
319361,2010-01-03T19:26:30Z,13.4403686504,52.5159454322,0,15,13,75,0,1,10,"[{'url': '/categories/19', 'name': 'Italian'}]",2.6515850333455546
319514,2010-01-03T19:54:32Z,13.3909743604,52.515608426,0,22,18,75,0,1,10,"[{'url': '/categories/49', 'name': 'Luxury Hotel'}]",0.8116140800926008
321491,2010-01-04T02:21:38Z,13.39020905,52.5174904667,1,38,28,75,0,1,10,"[{'url': '/categories/119', 'name': 'Gas & Automotive'}]",0.785711169652476
321987,2010-01-04T07:53:25Z,13.4033491261,52.5249449268,3,57,36,75,0,2,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",0.6633463083464854
322027,2010-01-04T08:22:22Z,13.4173716861,52.5451926837,5,141,8,100,0,1,10,"[{'url': '/categories/170', 'name': 'Warehouse & Industrial'}]",3.0948034780334006
322085,2010-01-04T08:51:56Z,13.38385224,52.51744681,0,112,11,75,0,2,10,"[{'url': '/categories/135', 'name': 'Administration'}]",1.2093739021446686
322183,2010-01-04T09:49:44Z,13.3793540333,52.5280526833,0,70,24,75,0,6,10,"[{'url': '/categories/38', 'name': 'City Park'}]",1.8010914748833302
322184,2010-01-04T09:49:45Z,13.454990387,52.5000327606,6,108,21,100,0,5,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",4.193017124451232
322380,2010-01-04T11:17:33Z,13.3232991833,52.46049505,1,29,15,50,0,3,10,"[{'url': '/categories/159', 'name': 'Sushi'}]",8.395969587812395
322390,2010-01-04T11:21:53Z,13.41734964,52.5286715469,0,15,10,75,0,2,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",1.5110281158963486
322420,2010-01-04T11:32:16Z,13.45961636,52.4695236,0,14,10,75,1,2,10,"[{'url': '/categories/58', 'name': 'Other - Entertainment'}]",6.770354739620438
322484,2010-01-04T11:56:44Z,13.3246297833,52.4612764167,1,31,16,75,0,3,10,"[{'url': '/categories/166', 'name': 'Historic Landmark'}]",8.271707650079563
322494,2010-01-04T11:59:39Z,13.3242371333,52.4608910833,2,34,10,75,0,2,10,"[{'url': '/categories/118', 'name': 'Health & Fitness'}]",8.321752780704532
322564,2010-01-04T12:28:25Z,13.4128504092,52.5308766757,7,106,66,75,3,4,10,"[{'url': '/categories/19', 'name': 'Italian'}]",1.5188425204708091
322568,2010-01-04T12:31:06Z,13.4191775167,52.5008082333,0,19,9,75,1,1,10,"[{'url': '/categories/83', 'name': 'Middle Eastern'}]",2.3573907607905364
322620,2010-01-04T12:45:22Z,13.452080078,52.5114593027,2,25,20,75,2,2,10,"[{'url': '/categories/101', 'name': 'Sandwich Shop'}]",3.5246239521516154
322683,2010-01-04T13:06:04Z,13.3879673481,52.4636710684,0,19,14,100,0,2,10,"[{'url': '/categories/102', 'name': 'Library'}]",6.229582818194201
322743,2010-01-04T13:22:55Z,13.3417786997,52.5020894068,0,33,23,75,0,3,10,"[{'url': '/categories/236', 'name': 'Fine Dining'}]",4.4629374350949265
322805,2010-01-04T13:35:20Z,13.39098465,52.5204909333,2,51,30,100,0,4,10,"[{'url': '/categories/102', 'name': 'Library'}]",0.7299383945380886
322839,2010-01-04T13:44:52Z,13.3883872218,52.5191511147,10,128,107,75,1,4,10,"[{'url': '/categories/433', 'name': 'Starbucks'}]",0.888760502155912
322854,2010-01-04T13:51:36Z,13.4192902167,52.5149346667,1,48,21,50,0,2,10,"[{'url': '/categories/457', 'name': 'Burger King'}]",1.2877619968250622
322859,2010-01-04T13:52:42Z,13.4191328667,52.5149452667,0,16,12,100,0,1,10,"[{'url': '/categories/202', 'name': 'Discount Store'}]",1.2774021453623121
322901,2010-01-04T14:02:18Z,13.4132766724,52.5124796498,1,279,10,50,0,2,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",1.0825527898015732
323065,2010-01-04T14:49:01Z,13.4026658535,52.5211629569,0,28,21,75,0,1,10,"[{'url': '/categories/153', 'name': 'Other - College & Education'}]",0.2437994148373504
323345,2010-01-04T16:08:16Z,13.2641029358,52.537114876,1,39,21,75,0,3,10,"[{'url': '/categories/63', 'name': 'Monument'}]",9.509873208808767
323350,2010-01-04T16:09:24Z,13.2633762,52.5370887,2,61,19,75,0,2,10,"[{'url': '/categories/164', 'name': 'Subway'}]",9.557328520493469
323361,2010-01-04T16:11:57Z,13.2730722427,52.5367168012,0,76,20,75,0,3,10,"[{'url': '/categories/164', 'name': 'Subway'}]",8.907865278056452
323367,2010-01-04T16:13:07Z,13.2863974571,52.5363513523,0,54,26,75,0,3,10,"[{'url': '/categories/164', 'name': 'Subway'}]",8.021204478112345
323412,2010-01-04T16:23:10Z,13.3080804348,52.518349231,0,26,14,50,0,2,10,"[{'url': '/categories/171', 'name': 'Tea Room'}]",6.323011101986871
323418,2010-01-04T16:24:22Z,13.3094108105,52.5187997004,0,19,9,50,0,2,10,"[{'url': '/categories/106', 'name': 'Grocery'}]",6.232515274042552
323460,2010-01-04T16:31:11Z,13.3163416386,52.5180293297,0,18,7,50,0,2,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",5.764724587582803
323466,2010-01-04T16:32:50Z,13.3174145222,52.5177420693,1,26,9,50,1,2,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",5.692911845803621
324048,2010-01-04T18:11:20Z,13.4511212333,52.5048973333,0,14,11,75,0,1,10,"[{'url': '/categories/58', 'name': 'Other - Entertainment'}]",3.7087107998873607
324620,2010-01-04T19:41:37Z,13.3273501667,52.5202843833,0,26,19,75,0,3,10,"[{'url': '/categories/26', 'name': 'Ultra-lounge'}]",5.0203129239772
324656,2010-01-04T19:48:46Z,13.3246836,52.5172872,1,59,32,150,0,4,10,"[{'url': '/categories/128', 'name': 'Bridge'}]",5.202973823061661
325045,2010-01-04T21:00:51Z,13.3219099045,52.5125971797,2,364,68,75,0,8,10,"[{'url': '/categories/165', 'name': 'Plaza / Square'}]",5.435173295796154
325689,2010-01-04T23:15:47Z,13.343998,52.4699853167,0,14,11,75,0,1,10,"[{'url': '/categories/46', 'name': 'Bus Station'}]",6.706130751057575
326912,2010-01-05T04:50:33Z,13.3008813858,52.5304776495,0,62,32,75,0,2,10,"[{'url': '/categories/164', 'name': 'Subway'}]",6.925519482936128
327173,2010-01-05T08:07:42Z,13.417616055,52.5178486421,0,17,16,100,0,2,10,"[{'url': '/categories/436', 'name': ""McDonald's""}]",1.097587928184348
327184,2010-01-05T08:13:04Z,13.31366103,52.47947812,0,105,31,75,0,4,10,"[{'url': '/categories/164', 'name': 'Subway'}]",7.400522375973312
327191,2010-01-05T08:15:09Z,13.29440104,52.49206447,0,16,15,75,0,0,10,"[{'url': '/categories/95', 'name': 'Train Station'}]",7.848079027572592
327192,2010-01-05T08:15:13Z,13.29440104,52.49206447,0,18,17,75,0,0,10,"[{'url': '/categories/95', 'name': 'Train Station'}]",7.848079027572592
327196,2010-01-05T08:16:36Z,13.4421032872,52.544085466,0,44,9,75,0,2,10,"[{'url': '/categories/94', 'name': 'Light Rail'}]",3.906894804274999
327198,2010-01-05T08:18:06Z,13.4146880817,52.5193841922,7,123,90,50,1,4,10,"[{'url': '/categories/433', 'name': 'Starbucks'}]",0.8914566853057339
327504,2010-01-05T10:52:19Z,13.29514435,52.5061564667,0,43,16,75,0,1,10,"[{'url': '/categories/126', 'name': 'Courthouse'}]",7.34088104416764
327553,2010-01-05T11:15:48Z,13.459239006,52.5104750637,3,32,16,75,2,2,10,"[{'url': '/categories/154', 'name': 'Burgers'}]",4.0212096409307385
327617,2010-01-05T11:39:19Z,13.4202070264,52.5323107198,0,18,11,75,0,2,10,"[{'url': '/categories/186', 'name': 'Bank & Financial'}]",1.939333324484699
327633,2010-01-05T11:45:32Z,13.4213695079,52.5341008171,0,10,4,75,0,3,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",2.142680274253936
327666,2010-01-05T11:55:58Z,13.3910211248,52.511251164,1,39,24,75,0,2,10,"[{'url': '/categories/155', 'name': 'Pizza'}]",1.124043968388399
327669,2010-01-05T11:58:08Z,13.3787352818,52.5367583816,0,19,12,75,0,1,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",2.4977348174279985
327718,2010-01-05T12:15:43Z,13.3833313228,52.5304699359,1,29,17,75,0,1,10,"[{'url': '/categories/19', 'name': 'Italian'}]",1.7656406205375423
327795,2010-01-05T12:37:42Z,13.44676101,52.50200283,0,27,13,50,0,2,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",3.602837374602147
327979,2010-01-05T13:33:24Z,13.4427884333,52.4692475667,0,62,36,75,0,2,10,"[{'url': '/categories/94', 'name': 'Light Rail'}]",6.205932012897003
328056,2010-01-05T13:53:16Z,13.5413408,52.4350050167,0,66,29,75,0,2,10,"[{'url': '/categories/95', 'name': 'Train Station'}]",13.307004396247178
328102,2010-01-05T14:03:53Z,13.3831989694,52.5305039547,1,27,14,75,0,1,10,"[{'url': '/categories/155', 'name': 'Pizza'}]",1.7745978403487697
328110,2010-01-05T14:05:40Z,13.5321807861,52.4310760498,1,34,20,100,0,2,10,"[{'url': '/categories/153', 'name': 'Other - College & Education'}]",13.193892737237272
328165,2010-01-05T14:20:06Z,13.7396655333,52.45411945,0,20,3,100,0,1,10,"[{'url': '/categories/226', 'name': 'Tram'}]",24.008776568766418
328168,2010-01-05T14:21:22Z,13.3207082748,52.4572777143,1,14,10,50,0,1,10,"[{'url': '/categories/125', 'name': 'City Hall'}]",8.784801890146888
328429,2010-01-05T15:37:21Z,13.420727849,52.4992881865,0,16,12,50,0,0,10,"[{'url': '/categories/106', 'name': 'Grocery'}]",2.556287713659212
328549,2010-01-05T16:10:18Z,13.4182521701,52.501662289,2,49,45,50,0,0,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",2.243787527044061
328626,2010-01-05T16:25:34Z,13.4549689293,52.499810696,1,38,9,75,0,2,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",4.204304571437854
328730,2010-01-05T16:48:46Z,13.35565535,52.4867187833,0,33,21,75,0,1,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",4.752883314453323
329063,2010-01-05T17:45:21Z,13.3784723282,52.5096261886,3,74,54,75,0,5,10,"[{'url': '/categories/165', 'name': 'Plaza / Square'}]",1.881166053142142
329433,2010-01-05T18:33:20Z,13.3049772333,52.51192755,0,98,22,75,0,4,10,"[{'url': '/categories/164', 'name': 'Subway'}]",6.581214541843453
329445,2010-01-05T18:35:25Z,13.3049787833,52.5124755833,0,16,11,100,0,2,10,"[{'url': '/categories/200', 'name': 'Hardware Store'}]",6.573980028075555
329559,2010-01-05T18:56:38Z,13.4092771,52.5168356,0,15,10,75,0,4,10,"[{'url': '/categories/124', 'name': 'Diner'}]",0.5812369124527258
