userid1,userid2,user_pair
12813,29054,"(12813, 29054)"
12815,26530,"(12815, 26530)"
12815,149689,"(12815, 149689)"
12892,87554,"(12892, 87554)"
12892,1400869,"(12892, 1400869)"
12892,23082,"(12892, 23082)"
12892,16562,"(12892, 16562)"
12892,31280,"(12892, 31280)"
12892,22072,"(12892, 22072)"
12892,903751,"(12892, 903751)"
12892,116296,"(12892, 116296)"
12892,19535,"(12892, 19535)"
12892,30293,"(12892, 30293)"
12892,156031,"(12892, 156031)"
12892,12914,"(12892, 12914)"
12892,813685,"(12892, 813685)"
12892,181882,"(12892, 181882)"
12892,27786,"(12892, 27786)"
12892,2104975,"(12892, 2104975)"
12892,229523,"(12892, 229523)"
12892,23728,"(12892, 23728)"
12892,25462,"(12892, 25462)"
12892,44230,"(12892, 44230)"
12892,392907,"(12892, 392907)"
12892,22760,"(12892, 22760)"
12892,2147057,"(12892, 2147057)"
12892,17147,"(12892, 17147)"
12892,82186,"(12892, 82186)"
12892,20241,"(12892, 20241)"
12892,13616,"(12892, 13616)"
12892,44838,"(12892, 44838)"
12892,213297,"(12892, 213297)"
12892,83753,"(12892, 83753)"
12892,53041,"(12892, 53041)"
12892,319801,"(12892, 319801)"
12892,14666,"(12892, 14666)"
12892,16525,"(12892, 16525)"
12892,17258,"(12892, 17258)"
12892,1317743,"(12892, 1317743)"
12892,25974,"(12892, 25974)"
12892,29054,"(12892, 29054)"
12892,39822,"(12892, 39822)"
12892,57750,"(12892, 57750)"
12892,29597,"(12892, 29597)"
12892,26530,"(12892, 26530)"
12892,140227,"(12892, 140227)"
12892,133080,"(12892, 133080)"
12892,18409,"(12892, 18409)"
12892,1701543,"(12892, 1701543)"
12914,26966,"(12914, 26966)"
12914,14663,"(12914, 14663)"
12914,1400869,"(12914, 1400869)"
12914,61487,"(12914, 61487)"
12914,112709,"(12914, 112709)"
12914,14437,"(12914, 14437)"
12914,26751,"(12914, 26751)"
12914,26752,"(12914, 26752)"
12914,147589,"(12914, 147589)"
12914,229523,"(12914, 229523)"
12914,24754,"(12914, 24754)"
12914,143553,"(12914, 143553)"
12914,22725,"(12914, 22725)"
12914,18638,"(12914, 18638)"
12914,14569,"(12914, 14569)"
12914,14591,"(12914, 14591)"
12914,16665,"(12914, 16665)"
12914,37153,"(12914, 37153)"
12914,319801,"(12914, 319801)"
12914,31047,"(12914, 31047)"
12914,14666,"(12914, 14666)"
12914,16754,"(12914, 16754)"
12914,29054,"(12914, 29054)"
12914,18825,"(12914, 18825)"
12914,14754,"(12914, 14754)"
12914,113065,"(12914, 113065)"
12914,129468,"(12914, 129468)"
12914,65986,"(12914, 65986)"
12914,94660,"(12914, 94660)"
12914,1231306,"(12914, 1231306)"
12914,78303,"(12914, 78303)"
12914,2017799,"(12914, 2017799)"
12914,297486,"(12914, 297486)"
12914,23082,"(12914, 23082)"
12914,115300,"(12914, 115300)"
12914,76390,"(12914, 76390)"
12914,25211,"(12914, 25211)"
12914,131708,"(12914, 131708)"
12914,281218,"(12914, 281218)"
12914,105107,"(12914, 105107)"
12914,281260,"(12914, 281260)"
12914,23214,"(12914, 23214)"
12914,383709,"(12914, 383709)"
12914,17147,"(12914, 17147)"
12914,23314,"(12914, 23314)"
12914,13099,"(12914, 13099)"
12914,80694,"(12914, 80694)"
12914,13133,"(12914, 13133)"
12914,72582,"(12914, 72582)"
12914,17291,"(12914, 17291)"
12914,25488,"(12914, 25488)"
12914,54173,"(12914, 54173)"
12914,15288,"(12914, 15288)"
12914,140227,"(12914, 140227)"
12914,23373,"(12914, 23373)"
12914,13304,"(12914, 13304)"
12914,23563,"(12914, 23563)"
12914,19535,"(12914, 19535)"
12914,15488,"(12914, 15488)"
12914,27786,"(12914, 27786)"
12914,23728,"(12914, 23728)"
12914,94753,"(12914, 94753)"
12914,134390,"(12914, 134390)"
12914,22072,"(12914, 22072)"
12914,25974,"(12914, 25974)"
12914,21396,"(12914, 21396)"
12914,128380,"(12914, 128380)"
12914,19899,"(12914, 19899)"
12914,22102,"(12914, 22102)"
12914,28210,"(12914, 28210)"
12914,30293,"(12914, 30293)"
12914,1220234,"(12914, 1220234)"
12914,20162,"(12914, 20162)"
12914,20180,"(12914, 20180)"
12914,26346,"(12914, 26346)"
12914,53041,"(12914, 53041)"
12914,2150234,"(12914, 2150234)"
12914,14184,"(12914, 14184)"
12914,61315,"(12914, 61315)"
12914,26530,"(12914, 26530)"
12914,65476,"(12914, 65476)"
12914,133080,"(12914, 133080)"
12914,18409,"(12914, 18409)"
12917,16292,"(12917, 16292)"
12917,22732,"(12917, 22732)"
12917,2051352,"(12917, 2051352)"
12917,27544,"(12917, 27544)"
12917,27786,"(12917, 27786)"
12998,91348,"(12998, 91348)"
12998,198960,"(12998, 198960)"
12998,453859,"(12998, 453859)"
12998,16839,"(12998, 16839)"
13000,91265,"(13000, 91265)"
13000,61315,"(13000, 61315)"
13000,23563,"(13000, 23563)"
13000,73868,"(13000, 73868)"
13000,87554,"(13000, 87554)"
13000,49698,"(13000, 49698)"
13000,57750,"(13000, 57750)"
13000,2051352,"(13000, 2051352)"
13000,13593,"(13000, 13593)"
13000,93573,"(13000, 93573)"
13000,14370,"(13000, 14370)"
13000,13616,"(13000, 13616)"
13000,19535,"(13000, 19535)"
13000,59868,"(13000, 59868)"
13000,36194,"(13000, 36194)"
13000,13294,"(13000, 13294)"
13000,104432,"(13000, 104432)"
13000,57721,"(13000, 57721)"
13050,24951,"(13050, 24951)"
13050,1949904,"(13050, 1949904)"
13050,45906,"(13050, 45906)"
13050,23287,"(13050, 23287)"
13085,311496,"(13085, 311496)"
13085,2130519,"(13085, 2130519)"
13085,276977,"(13085, 276977)"
13085,249815,"(13085, 249815)"
13085,265881,"(13085, 265881)"
13085,191772,"(13085, 191772)"
13089,60843,"(13089, 60843)"
13089,57750,"(13089, 57750)"
13089,25896,"(13089, 25896)"
13089,325545,"(13089, 325545)"
13089,59948,"(13089, 59948)"
13089,13616,"(13089, 13616)"
13089,133064,"(13089, 133064)"
13089,795237,"(13089, 795237)"
13089,148206,"(13089, 148206)"
13089,383485,"(13089, 383485)"
13089,25974,"(13089, 25974)"
13089,97144,"(13089, 97144)"
13089,53628,"(13089, 53628)"
13092,61829,"(13092, 61829)"
13092,33544,"(13092, 33544)"
13092,73868,"(13092, 73868)"
13092,82061,"(13092, 82061)"
13092,57750,"(13092, 57750)"
13092,191772,"(13092, 191772)"
13092,15137,"(13092, 15137)"
13092,14370,"(13092, 14370)"
13092,86577,"(13092, 86577)"
13092,19535,"(13092, 19535)"
13092,249815,"(13092, 249815)"
13092,228902,"(13092, 228902)"
13092,104432,"(13092, 104432)"
13092,25974,"(13092, 25974)"
13092,57721,"(13092, 57721)"
13092,95228,"(13092, 95228)"
13099,161281,"(13099, 161281)"
13099,16903,"(13099, 16903)"
13099,112653,"(13099, 112653)"
13099,48047,"(13099, 48047)"
13099,49698,"(13099, 49698)"
13099,26664,"(13099, 26664)"
13099,235564,"(13099, 235564)"
13099,31280,"(13099, 31280)"
13099,112709,"(13099, 112709)"
13099,19535,"(13099, 19535)"
13099,30293,"(13099, 30293)"
13099,22102,"(13099, 22102)"
13099,76390,"(13099, 76390)"
13099,13672,"(13099, 13672)"
13099,28278,"(13099, 28278)"
13099,27786,"(13099, 27786)"
13099,339602,"(13099, 339602)"
13099,21651,"(13099, 21651)"
13099,18583,"(13099, 18583)"
13099,18588,"(13099, 18588)"
13099,30492,"(13099, 30492)"
13099,29374,"(13099, 29374)"
13099,20162,"(13099, 20162)"
13099,57721,"(13099, 57721)"
13099,69336,"(13099, 69336)"
13099,96994,"(13099, 96994)"
13099,228902,"(13099, 228902)"
13099,337656,"(13099, 337656)"
13099,14591,"(13099, 14591)"
13099,19724,"(13099, 19724)"
13099,325545,"(13099, 325545)"
13099,77587,"(13099, 77587)"
13099,15137,"(13099, 15137)"
13099,213297,"(13099, 213297)"
13099,83753,"(13099, 83753)"
13099,13616,"(13099, 13616)"
13099,53041,"(13099, 53041)"
13099,229523,"(13099, 229523)"
13099,319801,"(13099, 319801)"
13099,49466,"(13099, 49466)"
13099,235342,"(13099, 235342)"
13099,2123235,"(13099, 2123235)"
13099,99162,"(13099, 99162)"
13099,394302,"(13099, 394302)"
13099,97144,"(13099, 97144)"
13099,29054,"(13099, 29054)"
13099,99715,"(13099, 99715)"
13099,25478,"(13099, 25478)"
13099,18825,"(13099, 18825)"
13099,39822,"(13099, 39822)"
13099,57750,"(13099, 57750)"
13099,181744,"(13099, 181744)"
13099,29616,"(13099, 29616)"
13099,65460,"(13099, 65460)"
13099,140227,"(13099, 140227)"
13099,116172,"(13099, 116172)"
13099,2280415,"(13099, 2280415)"
13099,16358,"(13099, 16358)"
13099,279018,"(13099, 279018)"
13099,104432,"(13099, 104432)"
13099,36849,"(13099, 36849)"
13099,57332,"(13099, 57332)"
13133,1400869,"(13133, 1400869)"
13133,19535,"(13133, 19535)"
13133,71279,"(13133, 71279)"
13133,129043,"(13133, 129043)"
13133,96874,"(13133, 96874)"
13133,147589,"(13133, 147589)"
13133,27786,"(13133, 27786)"
13133,16525,"(13133, 16525)"
13133,55454,"(13133, 55454)"
13133,44717,"(13133, 44717)"
13133,23214,"(13133, 23214)"
13133,23728,"(13133, 23728)"
13133,44230,"(13133, 44230)"
13133,1213142,"(13133, 1213142)"
13133,134390,"(13133, 134390)"
13133,14591,"(13133, 14591)"
13133,16665,"(13133, 16665)"
13133,37153,"(13133, 37153)"
13133,20286,"(13133, 20286)"
13133,14666,"(13133, 14666)"
13133,2224464,"(13133, 2224464)"
13133,109543,"(13133, 109543)"
13133,2262898,"(13133, 2262898)"
13133,26530,"(13133, 26530)"
13133,272319,"(13133, 272319)"
13133,140227,"(13133, 140227)"
13133,22992,"(13133, 22992)"
13133,18409,"(13133, 18409)"
13285,14234,"(13285, 14234)"
13285,64009,"(13285, 64009)"
13285,309089,"(13285, 309089)"
13286,2358409,"(13286, 2358409)"
13286,27786,"(13286, 27786)"
13286,21644,"(13286, 21644)"
13286,16525,"(13286, 16525)"
13286,57750,"(13286, 57750)"
13286,2086686,"(13286, 2086686)"
13286,213297,"(13286, 213297)"
13286,23608,"(13286, 23608)"
13286,71487,"(13286, 71487)"
13286,19535,"(13286, 19535)"
13286,47330,"(13286, 47330)"
13286,25851,"(13286, 25851)"
13286,22760,"(13286, 22760)"
13286,111209,"(13286, 111209)"
13286,114286,"(13286, 114286)"
13286,17136,"(13286, 17136)"
13286,17147,"(13286, 17147)"
13286,29054,"(13286, 29054)"
13294,23563,"(13294, 23563)"
13294,49698,"(13294, 49698)"
13294,98349,"(13294, 98349)"
13294,19535,"(13294, 19535)"
13294,73868,"(13294, 73868)"
13294,73382,"(13294, 73382)"
13294,281260,"(13294, 281260)"
13294,144053,"(13294, 144053)"
13294,29374,"(13294, 29374)"
13294,71369,"(13294, 71369)"
13294,840395,"(13294, 840395)"
13294,14370,"(13294, 14370)"
13294,25820,"(13294, 25820)"
13294,228902,"(13294, 228902)"
13294,37612,"(13294, 37612)"
13294,87554,"(13294, 87554)"
13294,13616,"(13294, 13616)"
13294,248140,"(13294, 248140)"
13294,16754,"(13294, 16754)"
13294,25462,"(13294, 25462)"
13294,57721,"(13294, 57721)"
13294,84866,"(13294, 84866)"
13294,93573,"(13294, 93573)"
13294,68498,"(13294, 68498)"
13294,181744,"(13294, 181744)"
13294,27571,"(13294, 27571)"
13294,142809,"(13294, 142809)"
13294,394717,"(13294, 394717)"
13294,78303,"(13294, 78303)"
13294,18409,"(13294, 18409)"
13294,104432,"(13294, 104432)"
13294,233463,"(13294, 233463)"
13304,55688,"(13304, 55688)"
13304,27786,"(13304, 27786)"
13304,213297,"(13304, 213297)"
13304,219046,"(13304, 219046)"
13304,22992,"(13304, 22992)"
13304,14437,"(13304, 14437)"
13304,22760,"(13304, 22760)"
13314,14363,"(13314, 14363)"
13314,88716,"(13314, 88716)"
13314,54010,"(13314, 54010)"
13366,24077,"(13366, 24077)"
13366,18583,"(13366, 18583)"
13366,18588,"(13366, 18588)"
13366,24754,"(13366, 24754)"
13377,1415269,"(13377, 1415269)"
13377,178025,"(13377, 178025)"
13377,243692,"(13377, 243692)"
13406,136476,"(13406, 136476)"
13540,21644,"(13540, 21644)"
13540,252068,"(13540, 252068)"
13540,23225,"(13540, 23225)"
13540,21693,"(13540, 21693)"
13540,69445,"(13540, 69445)"
13540,25929,"(13540, 25929)"
13540,45906,"(13540, 45906)"
13540,22234,"(13540, 22234)"
13540,65003,"(13540, 65003)"
13540,24951,"(13540, 24951)"
13540,25592,"(13540, 25592)"
13551,87392,"(13551, 87392)"
13556,14363,"(13556, 14363)"
13556,16418,"(13556, 16418)"
13556,13887,"(13556, 13887)"
13556,22612,"(13556, 22612)"
13556,16121,"(13556, 16121)"
13556,14101,"(13556, 14101)"
13556,13817,"(13556, 13817)"
13593,14595,"(13593, 14595)"
13593,209821,"(13593, 209821)"
13593,2314930,"(13593, 2314930)"
13593,225327,"(13593, 225327)"
13593,110943,"(13593, 110943)"
13593,78120,"(13593, 78120)"
13593,28926,"(13593, 28926)"
13615,14101,"(13615, 14101)"
13615,13887,"(13615, 13887)"
13615,80359,"(13615, 80359)"
13615,13817,"(13615, 13817)"
13616,2017799,"(13616, 2017799)"
13616,23563,"(13616, 23563)"
13616,14370,"(13616, 14370)"
13616,98349,"(13616, 98349)"
13616,19535,"(13616, 19535)"
13616,76390,"(13616, 76390)"
13616,2254956,"(13616, 2254956)"
13616,633002,"(13616, 633002)"
13616,281260,"(13616, 281260)"
13616,776894,"(13616, 776894)"
13616,348363,"(13616, 348363)"
13616,69336,"(13616, 69336)"
13616,351989,"(13616, 351989)"
13616,213297,"(13616, 213297)"
13616,53041,"(13616, 53041)"
13616,141624,"(13616, 141624)"
13616,319801,"(13616, 319801)"
13616,49466,"(13616, 49466)"
13616,25462,"(13616, 25462)"
13616,29054,"(13616, 29054)"
13616,221870,"(13616, 221870)"
13616,84866,"(13616, 84866)"
13616,93573,"(13616, 93573)"
13616,57750,"(13616, 57750)"
13616,209821,"(13616, 209821)"
13616,27551,"(13616, 27551)"
13616,113065,"(13616, 113065)"
13616,1325897,"(13616, 1325897)"
13616,366010,"(13616, 366010)"
13616,19899,"(13616, 19899)"
13616,129468,"(13616, 129468)"
13616,65476,"(13616, 65476)"
13616,87505,"(13616, 87505)"
13616,142809,"(13616, 142809)"
13616,386725,"(13616, 386725)"
13616,2123235,"(13616, 2123235)"
13616,356328,"(13616, 356328)"
13616,18409,"(13616, 18409)"
13616,181744,"(13616, 181744)"
13616,233463,"(13616, 233463)"
13672,14370,"(13672, 14370)"
13672,79202,"(13672, 79202)"
13672,19535,"(13672, 19535)"
13672,118024,"(13672, 118024)"
13706,22760,"(13706, 22760)"
13706,20286,"(13706, 20286)"
13817,25643,"(13817, 25643)"
13817,13887,"(13817, 13887)"
13825,29616,"(13825, 29616)"
13825,265881,"(13825, 265881)"
13825,27026,"(13825, 27026)"
13829,27675,"(13829, 27675)"
13829,2625740,"(13829, 2625740)"
13829,80984,"(13829, 80984)"
13887,22533,"(13887, 22533)"
13887,14363,"(13887, 14363)"
13887,22612,"(13887, 22612)"
13887,47251,"(13887, 47251)"
13887,16718,"(13887, 16718)"
13887,16121,"(13887, 16121)"
13887,84512,"(13887, 84512)"
13887,16942,"(13887, 16942)"
13887,15165,"(13887, 15165)"
13887,197508,"(13887, 197508)"
13887,91348,"(13887, 91348)"
13887,21876,"(13887, 21876)"
13887,130488,"(13887, 130488)"
13887,15816,"(13887, 15816)"
13887,130516,"(13887, 130516)"
13887,331246,"(13887, 331246)"
13887,15875,"(13887, 15875)"
13887,173601,"(13887, 173601)"
13887,14101,"(13887, 14101)"
13887,13956,"(13887, 13956)"
13956,14896,"(13956, 14896)"
13956,1231306,"(13956, 1231306)"
13956,110187,"(13956, 110187)"
13956,58484,"(13956, 58484)"
13956,15612,"(13956, 15612)"
14101,14363,"(14101, 14363)"
14101,14896,"(14101, 14896)"
14110,45906,"(14110, 45906)"
14161,39297,"(14161, 39297)"
14161,41609,"(14161, 41609)"
14161,82186,"(14161, 82186)"
14161,55044,"(14161, 55044)"
14161,49442,"(14161, 49442)"
14161,46768,"(14161, 46768)"
14161,16562,"(14161, 16562)"
14161,290534,"(14161, 290534)"
14161,269866,"(14161, 269866)"
14161,25640,"(14161, 25640)"
14161,25974,"(14161, 25974)"
14161,57258,"(14161, 57258)"
14163,74944,"(14163, 74944)"
14163,53757,"(14163, 53757)"
14184,26752,"(14184, 26752)"
14184,49538,"(14184, 49538)"
14184,18825,"(14184, 18825)"
14184,27786,"(14184, 27786)"
14184,625431,"(14184, 625431)"
14184,93073,"(14184, 93073)"
14184,24213,"(14184, 24213)"
14184,143280,"(14184, 143280)"
14184,330298,"(14184, 330298)"
14184,219046,"(14184, 219046)"
14184,228529,"(14184, 228529)"
14184,1516329,"(14184, 1516329)"
14184,23082,"(14184, 23082)"
14184,23728,"(14184, 23728)"
14184,213297,"(14184, 213297)"
14184,19764,"(14184, 19764)"
14184,49466,"(14184, 49466)"
14184,2149435,"(14184, 2149435)"
14184,26530,"(14184, 26530)"
14184,29504,"(14184, 29504)"
14184,82115,"(14184, 82115)"
14184,1078342,"(14184, 1078342)"
14184,116296,"(14184, 116296)"
14184,53962,"(14184, 53962)"
14184,1799607,"(14184, 1799607)"
14184,2361580,"(14184, 2361580)"
14184,23373,"(14184, 23373)"
14184,70096,"(14184, 70096)"
14184,316499,"(14184, 316499)"
14184,1210476,"(14184, 1210476)"
14184,192259,"(14184, 192259)"
14184,117083,"(14184, 117083)"
14184,50874,"(14184, 50874)"
14184,2586662,"(14184, 2586662)"
14184,16358,"(14184, 16358)"
14184,20586,"(14184, 20586)"
14184,27026,"(14184, 27026)"
14184,240497,"(14184, 240497)"
14184,28278,"(14184, 28278)"
14184,274423,"(14184, 274423)"
14184,103416,"(14184, 103416)"
14184,2509309,"(14184, 2509309)"
14184,140227,"(14184, 140227)"
14363,182300,"(14363, 182300)"
14363,14896,"(14363, 14896)"
14363,58484,"(14363, 58484)"
14363,91786,"(14363, 91786)"
14363,319801,"(14363, 319801)"
14363,91639,"(14363, 91639)"
14367,47535,"(14367, 47535)"
14370,73868,"(14370, 73868)"
14370,87554,"(14370, 87554)"
14370,140227,"(14370, 140227)"
14370,57750,"(14370, 57750)"
14370,2051352,"(14370, 2051352)"
14370,93573,"(14370, 93573)"
14370,37153,"(14370, 37153)"
14370,213297,"(14370, 213297)"
14370,30129,"(14370, 30129)"
14370,19899,"(14370, 19899)"
14370,27786,"(14370, 27786)"
14370,29374,"(14370, 29374)"
14370,272319,"(14370, 272319)"
14370,23563,"(14370, 23563)"
14370,49698,"(14370, 49698)"
14370,19535,"(14370, 19535)"
14370,181744,"(14370, 181744)"
14370,19671,"(14370, 19671)"
14370,142809,"(14370, 142809)"
14370,59868,"(14370, 59868)"
14370,394717,"(14370, 394717)"
14370,36194,"(14370, 36194)"
14370,228902,"(14370, 228902)"
14370,104432,"(14370, 104432)"
14370,25896,"(14370, 25896)"
14370,25462,"(14370, 25462)"
14370,60280,"(14370, 60280)"
14370,57721,"(14370, 57721)"
14370,81916,"(14370, 81916)"
14380,232971,"(14380, 232971)"
14380,234398,"(14380, 234398)"
14380,211646,"(14380, 211646)"
14389,184390,"(14389, 184390)"
14389,26318,"(14389, 26318)"
14389,65071,"(14389, 65071)"
14389,31281,"(14389, 31281)"
14389,62677,"(14389, 62677)"
14389,22072,"(14389, 22072)"
14389,100603,"(14389, 100603)"
14389,18268,"(14389, 18268)"
14389,53757,"(14389, 53757)"
14472,113451,"(14472, 113451)"
14472,25820,"(14472, 25820)"
14493,31267,"(14493, 31267)"
14493,26405,"(14493, 26405)"
1063086,2126905,"(1063086, 2126905)"
1063086,376235,"(376235, 1063086)"
14569,26752,"(14569, 26752)"
14569,78208,"(14569, 78208)"
14569,57750,"(14569, 57750)"
14569,18825,"(14569, 18825)"
14569,27786,"(14569, 27786)"
14569,20241,"(14569, 20241)"
14569,240540,"(14569, 240540)"
14569,15647,"(14569, 15647)"
14569,26530,"(14569, 26530)"
14569,23214,"(14569, 23214)"
14569,30129,"(14569, 30129)"
14569,19899,"(14569, 19899)"
14569,29597,"(14569, 29597)"
14569,19535,"(14569, 19535)"
14569,242776,"(14569, 242776)"
14569,22233,"(14569, 22233)"
14569,93073,"(14569, 93073)"
14569,24593,"(14569, 24593)"
14569,22760,"(14569, 22760)"
14569,100071,"(14569, 100071)"
14569,2147057,"(14569, 2147057)"
14569,134390,"(14569, 134390)"
14569,23082,"(14569, 23082)"
14569,30846,"(14569, 30846)"
14591,87554,"(14591, 87554)"
14591,93573,"(14591, 93573)"
14591,27786,"(14591, 27786)"
14591,16525,"(14591, 16525)"
14591,18588,"(14591, 18588)"
14591,26530,"(14591, 26530)"
14591,23728,"(14591, 23728)"
14591,53041,"(14591, 53041)"
14591,109543,"(14591, 109543)"
14591,94583,"(14591, 94583)"
14591,140227,"(14591, 140227)"
14591,255399,"(14591, 255399)"
14591,71438,"(14591, 71438)"
14591,201305,"(14591, 201305)"
14591,19535,"(14591, 19535)"
14591,165378,"(14591, 165378)"
14591,18409,"(14591, 18409)"
14591,1030914,"(14591, 1030914)"
14591,813685,"(14591, 813685)"
14591,83753,"(14591, 83753)"
14591,49578,"(14591, 49578)"
14595,61829,"(14595, 61829)"
14595,140689,"(14595, 140689)"
14595,78120,"(14595, 78120)"
14595,225327,"(14595, 225327)"
14595,1231326,"(14595, 1231326)"
14595,28926,"(14595, 28926)"
14595,110943,"(14595, 110943)"
14638,398466,"(14638, 398466)"
14663,157607,"(14663, 157607)"
14663,15288,"(14663, 15288)"
14663,83753,"(14663, 83753)"
14666,40456,"(14666, 40456)"
14666,87554,"(14666, 87554)"
14666,297486,"(14666, 297486)"
14666,78510,"(14666, 78510)"
14666,69156,"(14666, 69156)"
14666,1400869,"(14666, 1400869)"
14666,23082,"(14666, 23082)"
14666,253995,"(14666, 253995)"
14666,22072,"(14666, 22072)"
14666,210590,"(14666, 210590)"
14666,337656,"(14666, 337656)"
14666,30293,"(14666, 30293)"
14666,949934,"(14666, 949934)"
14666,22132,"(14666, 22132)"
14666,813685,"(14666, 813685)"
14666,242811,"(14666, 242811)"
14666,30846,"(14666, 30846)"
14666,91265,"(14666, 91265)"
14666,27786,"(14666, 27786)"
14666,328333,"(14666, 328333)"
14666,104080,"(14666, 104080)"
14666,229523,"(14666, 229523)"
14666,55454,"(14666, 55454)"
14666,73382,"(14666, 73382)"
14666,44717,"(14666, 44717)"
14666,23214,"(14666, 23214)"
14666,23728,"(14666, 23728)"
14666,584898,"(14666, 584898)"
14666,82115,"(14666, 82115)"
14666,44230,"(14666, 44230)"
14666,348363,"(14666, 348363)"
14666,1213142,"(14666, 1213142)"
14666,208396,"(14666, 208396)"
14666,134390,"(14666, 134390)"
14666,17147,"(14666, 17147)"
14666,625431,"(14666, 625431)"
14666,15647,"(14666, 15647)"
14666,213297,"(14666, 213297)"
14666,141624,"(14666, 141624)"
14666,77451,"(14666, 77451)"
14666,31047,"(14666, 31047)"
14666,24906,"(14666, 24906)"
14666,319801,"(14666, 319801)"
14666,99162,"(14666, 99162)"
14666,279913,"(14666, 279913)"
14666,134514,"(14666, 134514)"
14666,97144,"(14666, 97144)"
14666,174467,"(14666, 174467)"
14666,44420,"(14666, 44420)"
14666,39822,"(14666, 39822)"
14666,26530,"(14666, 26530)"
14666,325545,"(14666, 325545)"
14666,129468,"(14666, 129468)"
14666,218557,"(14666, 218557)"
14666,140227,"(14666, 140227)"
14666,65476,"(14666, 65476)"
14666,156031,"(14666, 156031)"
14666,178166,"(14666, 178166)"
14667,288782,"(14667, 288782)"
14754,30293,"(14754, 30293)"
1063338,660246,"(660246, 1063338)"
2111954,122150,"(122150, 2111954)"
2111954,295613,"(295613, 2111954)"
2111954,2097551,"(2097551, 2111954)"
2111954,336625,"(336625, 2111954)"
14830,45061,"(14830, 45061)"
14830,61749,"(14830, 61749)"
14830,33911,"(14830, 33911)"
14894,26530,"(14894, 26530)"
14894,25958,"(14894, 25958)"
14894,53041,"(14894, 53041)"
14894,212793,"(14894, 212793)"
14894,22233,"(14894, 22233)"
14896,182300,"(14896, 182300)"
14944,228902,"(14944, 228902)"
14944,29374,"(14944, 29374)"
14944,396358,"(14944, 396358)"
14944,19535,"(14944, 19535)"
14944,104432,"(14944, 104432)"
14944,25462,"(14944, 25462)"
14944,57721,"(14944, 57721)"
15115,268326,"(15115, 268326)"
15115,62459,"(15115, 62459)"
15137,61829,"(15137, 61829)"
15137,2017799,"(15137, 2017799)"
15137,331180,"(15137, 331180)"
15137,27027,"(15137, 27027)"
15137,158761,"(15137, 158761)"
15137,2080433,"(15137, 2080433)"
15137,50874,"(15137, 50874)"
15137,129468,"(15137, 129468)"
15137,283591,"(15137, 283591)"
15137,1231306,"(15137, 1231306)"
15137,30293,"(15137, 30293)"
15137,319801,"(15137, 319801)"
15137,49466,"(15137, 49466)"
15137,76390,"(15137, 76390)"
15137,26346,"(15137, 26346)"
15139,310516,"(15139, 310516)"
15139,15283,"(15139, 15283)"
15152,37612,"(15152, 37612)"
15152,21267,"(15152, 21267)"
15165,75189,"(15165, 75189)"
15165,69431,"(15165, 69431)"
15228,83474,"(15228, 83474)"
15228,226205,"(15228, 226205)"
15238,209691,"(15238, 209691)"
15238,383045,"(15238, 383045)"
15238,97407,"(15238, 97407)"
15283,45906,"(15283, 45906)"
15288,28175,"(15288, 28175)"
15288,22565,"(15288, 22565)"
15288,67644,"(15288, 67644)"
15288,76390,"(15288, 76390)"
15288,152176,"(15288, 152176)"
15288,2509963,"(15288, 2509963)"
15288,44717,"(15288, 44717)"
15288,78510,"(15288, 78510)"
15288,22760,"(15288, 22760)"
15288,30492,"(15288, 30492)"
15288,319801,"(15288, 319801)"
15288,17258,"(15288, 17258)"
15288,97144,"(15288, 97144)"
15364,23082,"(15364, 23082)"
15364,18535,"(15364, 18535)"
15364,23373,"(15364, 23373)"
15364,133080,"(15364, 133080)"
15375,216039,"(15375, 216039)"
15421,129468,"(15421, 129468)"
15421,76390,"(15421, 76390)"
15485,15875,"(15485, 15875)"
15485,167515,"(15485, 167515)"
15485,58484,"(15485, 58484)"
15488,54173,"(15488, 54173)"
15488,57258,"(15488, 57258)"
2112666,101509,"(101509, 2112666)"
2112666,90150,"(90150, 2112666)"
15612,15875,"(15612, 15875)"
15636,196215,"(15636, 196215)"
15647,26752,"(15647, 26752)"
15647,29597,"(15647, 29597)"
15647,102442,"(15647, 102442)"
15647,23214,"(15647, 23214)"
15647,47281,"(15647, 47281)"
15647,160570,"(15647, 160570)"
15647,33340,"(15647, 33340)"
15647,20286,"(15647, 20286)"
15647,1325897,"(15647, 1325897)"
15647,117083,"(15647, 117083)"
15647,22760,"(15647, 22760)"
15647,28907,"(15647, 28907)"
15647,2277103,"(15647, 2277103)"
15647,2147057,"(15647, 2147057)"
15647,47858,"(15647, 47858)"
15647,1256041,"(15647, 1256041)"
15813,389133,"(15813, 389133)"
15816,18565,"(15816, 18565)"
15820,341834,"(15820, 341834)"
15820,91348,"(15820, 91348)"
15820,21876,"(15820, 21876)"
15821,119960,"(15821, 119960)"
15865,85486,"(15865, 85486)"
15875,153793,"(15875, 153793)"
15875,223105,"(15875, 223105)"
15891,1841057,"(15891, 1841057)"
15891,338102,"(15891, 338102)"
15891,90602,"(15891, 90602)"
15939,119446,"(15939, 119446)"
15944,98835,"(15944, 98835)"
15944,331180,"(15944, 331180)"
15944,72806,"(15944, 72806)"
16121,111774,"(16121, 111774)"
16121,963197,"(16121, 963197)"
16133,23728,"(16133, 23728)"
16258,167823,"(16258, 167823)"
16292,18026,"(16292, 18026)"
16292,29619,"(16292, 29619)"
