userid1,userid2,user_pair
2696,79509,"(2696, 79509)"
2696,2328172,"(2696, 2328172)"
2696,58997,"(2696, 58997)"
2696,310981,"(2696, 310981)"
2696,108230,"(2696, 108230)"
2696,7902,"(2696, 7902)"
2696,112354,"(2696, 112354)"
2696,3837,"(2696, 3837)"
2696,728835,"(2696, 728835)"
2696,1531870,"(2696, 1531870)"
2696,133080,"(2696, 133080)"
2696,77601,"(2696, 77601)"
2696,153388,"(2696, 153388)"
2696,139054,"(2696, 139054)"
2696,390550,"(2696, 390550)"
2696,143194,"(2696, 143194)"
2696,28509,"(2696, 28509)"
2696,8031,"(2696, 8031)"
2696,87905,"(2696, 87905)"
2696,100200,"(2696, 100200)"
2696,161652,"(2696, 161652)"
2696,26523,"(2696, 26523)"
2696,22482,"(2696, 22482)"
2696,16366,"(2696, 16366)"
2696,26623,"(2696, 26623)"
2701,74248,"(2701, 74248)"
2701,2702,"(2701, 2702)"
2701,74010,"(2701, 74010)"
2701,6448,"(2701, 6448)"
2702,74248,"(2702, 74248)"
2702,130668,"(2702, 130668)"
2702,74010,"(2702, 74010)"
2717,348674,"(2717, 348674)"
2717,2972,"(2717, 2972)"
2717,241848,"(2717, 241848)"
2717,60989,"(2717, 60989)"
2717,18296,"(2717, 18296)"
2732,168969,"(2732, 168969)"
2732,3501,"(2732, 3501)"
2732,21010,"(2732, 21010)"
2732,3125,"(2732, 3125)"
2732,8031,"(2732, 8031)"
2732,3178,"(2732, 3178)"
2732,2233080,"(2732, 2233080)"
2732,74473,"(2732, 74473)"
2732,26346,"(2732, 26346)"
2732,5402,"(2732, 5402)"
2732,330045,"(2732, 330045)"
2732,57397,"(2732, 57397)"
2732,3395,"(2732, 3395)"
2732,152941,"(2732, 152941)"
2732,310846,"(2732, 310846)"
2732,6013,"(2732, 6013)"
2732,112025,"(2732, 112025)"
2732,9664,"(2732, 9664)"
2732,116691,"(2732, 116691)"
2732,314958,"(2732, 314958)"
2735,86755,"(2735, 86755)"
2735,5646,"(2735, 5646)"
2735,34421,"(2735, 34421)"
2768,16128,"(2768, 16128)"
2768,37594,"(2768, 37594)"
2768,5171,"(2768, 5171)"
2768,19534,"(2768, 19534)"
2768,11862,"(2768, 11862)"
2768,78863,"(2768, 78863)"
2768,6814,"(2768, 6814)"
2768,88228,"(2768, 88228)"
2768,22482,"(2768, 22482)"
2768,50940,"(2768, 50940)"
2768,17153,"(2768, 17153)"
2768,2819,"(2768, 2819)"
2768,5902,"(2768, 5902)"
2768,24353,"(2768, 24353)"
2768,6454,"(2768, 6454)"
2768,4933,"(2768, 4933)"
2768,65892,"(2768, 65892)"
2768,6551,"(2768, 6551)"
2768,7077,"(2768, 7077)"
2768,4012,"(2768, 4012)"
2768,20925,"(2768, 20925)"
2768,92924,"(2768, 92924)"
2771,11862,"(2771, 11862)"
2771,51323,"(2771, 51323)"
2771,6814,"(2771, 6814)"
2771,3767,"(2771, 3767)"
2771,147753,"(2771, 147753)"
2771,142644,"(2771, 142644)"
2771,2876,"(2771, 2876)"
2771,254346,"(2771, 254346)"
2771,2878,"(2771, 2878)"
2771,13123,"(2771, 13123)"
2771,361402,"(2771, 361402)"
2771,215521,"(2771, 215521)"
2771,7144,"(2771, 7144)"
2771,11755,"(2771, 11755)"
2775,27356,"(2775, 27356)"
2775,28050,"(2775, 28050)"
2791,246270,"(2791, 246270)"
2819,37594,"(2819, 37594)"
2819,11862,"(2819, 11862)"
2819,12309,"(2819, 12309)"
2819,6814,"(2819, 6814)"
2819,73585,"(2819, 73585)"
2819,338181,"(2819, 338181)"
2819,5902,"(2819, 5902)"
2819,46392,"(2819, 46392)"
2819,143194,"(2819, 143194)"
2819,65892,"(2819, 65892)"
2819,5497,"(2819, 5497)"
2819,6019,"(2819, 6019)"
2819,6551,"(2819, 6551)"
2819,7077,"(2819, 7077)"
2819,20925,"(2819, 20925)"
2819,22482,"(2819, 22482)"
2819,20947,"(2819, 20947)"
2819,215521,"(2819, 215521)"
2819,20978,"(2819, 20978)"
2819,6141,"(2819, 6141)"
2864,55880,"(2864, 55880)"
2864,276595,"(2864, 276595)"
2864,288996,"(2864, 288996)"
2864,101146,"(2864, 101146)"
2864,19445,"(2864, 19445)"
2874,96648,"(2874, 96648)"
2874,107758,"(2874, 107758)"
2874,192409,"(2874, 192409)"
2874,4933,"(2874, 4933)"
2874,7077,"(2874, 7077)"
2874,139389,"(2874, 139389)"
2874,29639,"(2874, 29639)"
2874,44684,"(2874, 44684)"
2874,11862,"(2874, 11862)"
2874,17122,"(2874, 17122)"
2874,171519,"(2874, 171519)"
2876,211207,"(2876, 211207)"
2876,6814,"(2876, 6814)"
2876,6708,"(2876, 6708)"
2876,20925,"(2876, 20925)"
2876,6600,"(2876, 6600)"
2876,161610,"(2876, 161610)"
2876,3022,"(2876, 3022)"
2876,11862,"(2876, 11862)"
2876,215521,"(2876, 215521)"
2876,255986,"(2876, 255986)"
2878,7426,"(2878, 7426)"
2878,202923,"(2878, 202923)"
2878,6814,"(2878, 6814)"
2878,805190,"(2878, 805190)"
2878,6600,"(2878, 6600)"
2878,3529,"(2878, 3529)"
2878,3022,"(2878, 3022)"
2878,51323,"(2878, 51323)"
2878,7144,"(2878, 7144)"
2878,11755,"(2878, 11755)"
2900,100440,"(2900, 100440)"
2900,29206,"(2900, 29206)"
2900,3104,"(2900, 3104)"
2900,36938,"(2900, 36938)"
2900,134071,"(2900, 134071)"
2900,470092,"(2900, 470092)"
2900,257641,"(2900, 257641)"
2900,46441,"(2900, 46441)"
2900,15070,"(2900, 15070)"
2900,6948,"(2900, 6948)"
2900,349993,"(2900, 349993)"
2900,94012,"(2900, 94012)"
2900,113989,"(2900, 113989)"
2900,401889,"(2900, 401889)"
2900,8031,"(2900, 8031)"
2900,156038,"(2900, 156038)"
2900,112025,"(2900, 112025)"
2900,191912,"(2900, 191912)"
2900,2304456,"(2900, 2304456)"
2900,314958,"(2900, 314958)"
2900,1531870,"(2900, 1531870)"
2900,136677,"(2900, 136677)"
2919,2289005,"(2919, 2289005)"
2923,219162,"(2923, 219162)"
2923,266787,"(2923, 266787)"
2923,29639,"(2923, 29639)"
2923,3022,"(2923, 3022)"
2923,11862,"(2923, 11862)"
2923,104301,"(2923, 104301)"
2972,348674,"(2972, 348674)"
2972,12529,"(2972, 12529)"
2980,112025,"(2980, 112025)"
2980,67493,"(2980, 67493)"
2980,80439,"(2980, 80439)"
2980,287311,"(2980, 287311)"
2980,401889,"(2980, 401889)"
2980,341029,"(2980, 341029)"
2984,370579,"(2984, 370579)"
2984,305224,"(2984, 305224)"
2984,152782,"(2984, 152782)"
2984,116823,"(2984, 116823)"
2984,64219,"(2984, 64219)"
2998,99471,"(2998, 99471)"
2998,149659,"(2998, 149659)"
2998,26290,"(2998, 26290)"
2998,7350,"(2998, 7350)"
2998,310981,"(2998, 310981)"
2998,131285,"(2998, 131285)"
2998,20210,"(2998, 20210)"
2998,89854,"(2998, 89854)"
2998,103205,"(2998, 103205)"
2998,103261,"(2998, 103261)"
2998,8031,"(2998, 8031)"
2998,106336,"(2998, 106336)"
2998,2455422,"(2998, 2455422)"
2998,100813,"(2998, 100813)"
2998,214485,"(2998, 214485)"
3007,221952,"(3007, 221952)"
3007,4613,"(3007, 4613)"
3007,165723,"(3007, 165723)"
3007,2381355,"(3007, 2381355)"
3007,58443,"(3007, 58443)"
3007,154201,"(3007, 154201)"
3007,7780,"(3007, 7780)"
3007,9492,"(3007, 9492)"
3007,3716,"(3007, 3716)"
3007,3737,"(3007, 3737)"
3007,6814,"(3007, 6814)"
3007,5279,"(3007, 5279)"
3007,10184,"(3007, 10184)"
3007,3767,"(3007, 3767)"
3007,2449081,"(3007, 2449081)"
3007,14645,"(3007, 14645)"
3007,3022,"(3007, 3022)"
3007,12503,"(3007, 12503)"
3007,70872,"(3007, 70872)"
3007,37594,"(3007, 37594)"
3007,8399,"(3007, 8399)"
3007,131879,"(3007, 131879)"
3007,22482,"(3007, 22482)"
3007,9463,"(3007, 9463)"
3007,147198,"(3007, 147198)"
3007,6400,"(3007, 6400)"
3007,149775,"(3007, 149775)"
3007,8876,"(3007, 8876)"
3007,25369,"(3007, 25369)"
3007,17185,"(3007, 17185)"
3007,59174,"(3007, 59174)"
3007,155100,"(3007, 155100)"
3007,6454,"(3007, 6454)"
3007,11575,"(3007, 11575)"
3007,3395,"(3007, 3395)"
3007,3426,"(3007, 3426)"
3007,28006,"(3007, 28006)"
3007,2381210,"(3007, 2381210)"
3007,149659,"(3007, 149659)"
3007,7077,"(3007, 7077)"
3007,14252,"(3007, 14252)"
3007,7431,"(3007, 7431)"
3007,156150,"(3007, 156150)"
3007,64459,"(3007, 64459)"
3007,2329550,"(3007, 2329550)"
3007,66526,"(3007, 66526)"
3007,7589,"(3007, 7589)"
3007,2150446,"(3007, 2150446)"
3011,15901,"(3011, 15901)"
3011,77890,"(3011, 77890)"
3011,143976,"(3011, 143976)"
3011,3716,"(3011, 3716)"
3011,145597,"(3011, 145597)"
3011,111919,"(3011, 111919)"
3011,152941,"(3011, 152941)"
3011,95087,"(3011, 95087)"
3011,208250,"(3011, 208250)"
3011,20361,"(3011, 20361)"
3011,28583,"(3011, 28583)"
3014,26656,"(3014, 26656)"
3014,36938,"(3014, 36938)"
3014,338048,"(3014, 338048)"
3014,1970342,"(3014, 1970342)"
3014,14639,"(3014, 14639)"
3014,248214,"(3014, 248214)"
3014,112025,"(3014, 112025)"
3014,6596,"(3014, 6596)"
3014,2304456,"(3014, 2304456)"
3014,9298,"(3014, 9298)"
3014,29206,"(3014, 29206)"
3014,76390,"(3014, 76390)"
3014,98920,"(3014, 98920)"
3014,19102,"(3014, 19102)"
3014,15070,"(3014, 15070)"
3014,109305,"(3014, 109305)"
3014,324359,"(3014, 324359)"
3014,153388,"(3014, 153388)"
3014,2544428,"(3014, 2544428)"
3014,7077,"(3014, 7077)"
3014,109564,"(3014, 109564)"
3014,470092,"(3014, 470092)"
3014,7360,"(3014, 7360)"
3014,2149357,"(3014, 2149357)"
3014,23856,"(3014, 23856)"
3014,11575,"(3014, 11575)"
3014,113989,"(3014, 113989)"
3014,266810,"(3014, 266810)"
3014,58739,"(3014, 58739)"
3014,296333,"(3014, 296333)"
3014,124343,"(3014, 124343)"
3014,3529,"(3014, 3529)"
3014,69067,"(3014, 69067)"
3014,222722,"(3014, 222722)"
3014,314958,"(3014, 314958)"
3014,2328172,"(3014, 2328172)"
3014,61051,"(3014, 61051)"
3014,3716,"(3014, 3716)"
3014,120531,"(3014, 120531)"
3014,28509,"(3014, 28509)"
3014,8031,"(3014, 8031)"
3014,28520,"(3014, 28520)"
3014,297628,"(3014, 297628)"
3014,186308,"(3014, 186308)"
3014,22482,"(3014, 22482)"
3014,133080,"(3014, 133080)"
3014,1531870,"(3014, 1531870)"
3014,59375,"(3014, 59375)"
3016,3716,"(3016, 3716)"
3016,9492,"(3016, 9492)"
3016,70213,"(3016, 70213)"
3016,3676,"(3016, 3676)"
3022,12309,"(3022, 12309)"
3022,26656,"(3022, 26656)"
3022,55377,"(3022, 55377)"
3022,51323,"(3022, 51323)"
3022,59534,"(3022, 59534)"
3022,66595,"(3022, 66595)"
3022,61654,"(3022, 61654)"
3022,119006,"(3022, 119006)"
3022,73951,"(3022, 73951)"
3022,6400,"(3022, 6400)"
3022,147753,"(3022, 147753)"
3022,14645,"(3022, 14645)"
3022,18745,"(3022, 18745)"
3022,112026,"(3022, 112026)"
3022,20925,"(3022, 20925)"
3022,50940,"(3022, 50940)"
3022,129519,"(3022, 129519)"
3022,289268,"(3022, 289268)"
3022,70213,"(3022, 70213)"
3022,10848,"(3022, 10848)"
3022,14994,"(3022, 14994)"
3022,6814,"(3022, 6814)"
3022,6600,"(3022, 6600)"
3022,82617,"(3022, 82617)"
3022,37594,"(3022, 37594)"
3022,137960,"(3022, 137960)"
3022,221952,"(3022, 221952)"
3022,4865,"(3022, 4865)"
3022,27409,"(3022, 27409)"
3022,17185,"(3022, 17185)"
3022,215521,"(3022, 215521)"
3022,58293,"(3022, 58293)"
3022,111554,"(3022, 111554)"
3022,7144,"(3022, 7144)"
3022,361402,"(3022, 361402)"
3022,202923,"(3022, 202923)"
3022,3122,"(3022, 3122)"
3022,13369,"(3022, 13369)"
3022,101438,"(3022, 101438)"
3022,60479,"(3022, 60479)"
3022,134238,"(3022, 134238)"
3022,145597,"(3022, 145597)"
3022,25718,"(3022, 25718)"
3022,271495,"(3022, 271495)"
3022,5279,"(3022, 5279)"
3022,328865,"(3022, 328865)"
3022,46392,"(3022, 46392)"
3022,93531,"(3022, 93531)"
3022,3482,"(3022, 3482)"
3022,132510,"(3022, 132510)"
3022,7589,"(3022, 7589)"
3022,124343,"(3022, 124343)"
3022,54716,"(3022, 54716)"
3022,11755,"(3022, 11755)"
3022,239533,"(3022, 239533)"
3022,11862,"(3022, 11862)"
3022,142962,"(3022, 142962)"
3022,11891,"(3022, 11891)"
3022,3737,"(3022, 3737)"
3022,3767,"(3022, 3767)"
3022,18135,"(3022, 18135)"
3022,126712,"(3022, 126712)"
3022,7932,"(3022, 7932)"
3022,1009966,"(3022, 1009966)"
3022,2400029,"(3022, 2400029)"
3022,153388,"(3022, 153388)"
3022,143194,"(3022, 143194)"
3022,255871,"(3022, 255871)"
3022,16366,"(3022, 16366)"
3022,155544,"(3022, 155544)"
3022,4012,"(3022, 4012)"
3022,139206,"(3022, 139206)"
3022,22482,"(3022, 22482)"
3022,133080,"(3022, 133080)"
3022,138581,"(3022, 138581)"
3036,144341,"(3036, 144341)"
3036,210047,"(3036, 210047)"
3070,112026,"(3070, 112026)"
3070,13854,"(3070, 13854)"
3070,269153,"(3070, 269153)"
3070,14160,"(3070, 14160)"
3070,15070,"(3070, 15070)"
3070,15716,"(3070, 15716)"
3070,8549,"(3070, 8549)"
3099,3118,"(3099, 3118)"
3099,3122,"(3099, 3122)"
3099,3636,"(3099, 3636)"
3099,17466,"(3099, 17466)"
3099,3676,"(3099, 3676)"
3099,245343,"(3099, 245343)"
3099,12402,"(3099, 12402)"
3099,93887,"(3099, 93887)"
3099,39645,"(3099, 39645)"
3099,67890,"(3099, 67890)"
3099,235417,"(3099, 235417)"
3099,76699,"(3099, 76699)"
3099,284607,"(3099, 284607)"
3099,99302,"(3099, 99302)"
3104,100374,"(3104, 100374)"
3104,6239,"(3104, 6239)"
3104,12503,"(3104, 12503)"
3104,155868,"(3104, 155868)"
3104,4358,"(3104, 4358)"
3104,61704,"(3104, 61704)"
3104,61797,"(3104, 61797)"
3104,112025,"(3104, 112025)"
3104,2304456,"(3104, 2304456)"
3104,117286,"(3104, 117286)"
3104,15070,"(3104, 15070)"
3104,262903,"(3104, 262903)"
3104,324359,"(3104, 324359)"
3104,6928,"(3104, 6928)"
3104,105327,"(3104, 105327)"
3104,1025015,"(3104, 1025015)"
3104,3122,"(3104, 3122)"
3104,470092,"(3104, 470092)"
3104,134238,"(3104, 134238)"
3104,97410,"(3104, 97410)"
3104,25818,"(3104, 25818)"
3104,81147,"(3104, 81147)"
3104,3328,"(3104, 3328)"
3104,113989,"(3104, 113989)"
3104,14707,"(3104, 14707)"
3104,118107,"(3104, 118107)"
3104,17780,"(3104, 17780)"
3104,390550,"(3104, 390550)"
3104,200094,"(3104, 200094)"
3104,69067,"(3104, 69067)"
3104,5602,"(3104, 5602)"
3104,13800,"(3104, 13800)"
3104,5657,"(3104, 5657)"
3104,380445,"(3104, 380445)"
3104,108126,"(3104, 108126)"
3104,9823,"(3104, 9823)"
3104,34421,"(3104, 34421)"
3104,79509,"(3104, 79509)"
3104,310981,"(3104, 310981)"
3104,112354,"(3104, 112354)"
3104,22482,"(3104, 22482)"
3104,3824,"(3104, 3824)"
3104,14074,"(3104, 14074)"
3104,77601,"(3104, 77601)"
3104,8031,"(3104, 8031)"
3104,26523,"(3104, 26523)"
3110,94894,"(3110, 94894)"
3110,27445,"(3110, 27445)"
3116,102869,"(3116, 102869)"
3116,44684,"(3116, 44684)"
3116,6928,"(3116, 6928)"
3116,124177,"(3116, 124177)"
3116,33298,"(3116, 33298)"
3116,3221,"(3116, 3221)"
3116,105251,"(3116, 105251)"
3116,25637,"(3116, 25637)"
3116,6575,"(3116, 6575)"
3116,22835,"(3116, 22835)"
3116,150075,"(3116, 150075)"
3116,4933,"(3116, 4933)"
3116,73030,"(3116, 73030)"
3116,59470,"(3116, 59470)"
3116,14165,"(3116, 14165)"
3116,217945,"(3116, 217945)"
3116,107354,"(3116, 107354)"
3116,9183,"(3116, 9183)"
3116,71520,"(3116, 71520)"
3116,7788,"(3116, 7788)"
3116,268912,"(3116, 268912)"
3116,15996,"(3116, 15996)"
3118,149255,"(3118, 149255)"
3118,9492,"(3118, 9492)"
3118,3122,"(3118, 3122)"
3118,150714,"(3118, 150714)"
3118,284607,"(3118, 284607)"
3118,14994,"(3118, 14994)"
3118,12402,"(3118, 12402)"
3122,117286,"(3122, 117286)"
3122,12402,"(3122, 12402)"
3122,18565,"(3122, 18565)"
3122,3211,"(3122, 3211)"
3122,3227,"(3122, 3227)"
3122,304799,"(3122, 304799)"
3122,211207,"(3122, 211207)"
3122,150714,"(3122, 150714)"
3122,25321,"(3122, 25321)"
3122,149255,"(3122, 149255)"
3122,6928,"(3122, 6928)"
3122,22835,"(3122, 22835)"
3122,284607,"(3122, 284607)"
3122,24000,"(3122, 24000)"
3125,9823,"(3125, 9823)"
3125,12909,"(3125, 12909)"
3125,19131,"(3125, 19131)"
3125,17122,"(3125, 17122)"
3125,17153,"(3125, 17153)"
3125,61704,"(3125, 61704)"
3125,15645,"(3125, 15645)"
3125,4933,"(3125, 4933)"
3125,5965,"(3125, 5965)"
3125,21901,"(3125, 21901)"
3125,90464,"(3125, 90464)"
3125,2146643,"(3125, 2146643)"
3125,123341,"(3125, 123341)"
3125,5602,"(3125, 5602)"
3125,5113,"(3125, 5113)"
3154,82691,"(3154, 82691)"
3154,49044,"(3154, 49044)"
3154,142644,"(3154, 142644)"
3154,13504,"(3154, 13504)"
3154,144966,"(3154, 144966)"
3162,557200,"(3162, 557200)"
3162,3426,"(3162, 3426)"
3162,10599,"(3162, 10599)"
3162,11784,"(3162, 11784)"
3162,21167,"(3162, 21167)"
3162,112468,"(3162, 112468)"
3162,295364,"(3162, 295364)"
3162,6106,"(3162, 6106)"
3162,2535323,"(3162, 2535323)"
3174,44684,"(3174, 44684)"
3174,65979,"(3174, 65979)"
3174,306885,"(3174, 306885)"
3174,147596,"(3174, 147596)"
3174,22482,"(3174, 22482)"
3174,93909,"(3174, 93909)"
3174,1158613,"(3174, 1158613)"
3174,27628,"(3174, 27628)"
3174,59641,"(3174, 59641)"
3174,60286,"(3174, 60286)"
3174,180479,"(3174, 180479)"
3178,13612,"(3178, 13612)"
3178,228279,"(3178, 228279)"
3178,14160,"(3178, 14160)"
3178,160906,"(3178, 160906)"
3178,13660,"(3178, 13660)"
3178,259263,"(3178, 259263)"
3192,20380,"(3192, 20380)"
3197,9631,"(3197, 9631)"
3197,19658,"(3197, 19658)"
3197,470092,"(3197, 470092)"
3197,451278,"(3197, 451278)"
2100351,2180413,"(2100351, 2180413)"
3200,12425,"(3200, 12425)"
3200,3247,"(3200, 3247)"
3200,3382,"(3200, 3382)"
3211,213507,"(3211, 213507)"
3211,243483,"(3211, 243483)"
3211,50083,"(3211, 50083)"
3211,117286,"(3211, 117286)"
3211,150714,"(3211, 150714)"
3211,9823,"(3211, 9823)"
3211,24000,"(3211, 24000)"
3211,112340,"(3211, 112340)"
3211,25321,"(3211, 25321)"
3211,12402,"(3211, 12402)"
3211,15996,"(3211, 15996)"
3214,110978,"(3214, 110978)"
3214,19853,"(3214, 19853)"
3214,255918,"(3214, 255918)"
3214,72527,"(3214, 72527)"
3214,64219,"(3214, 64219)"
3214,54500,"(3214, 54500)"
3214,7141,"(3214, 7141)"
3214,28006,"(3214, 28006)"
3214,25959,"(3214, 25959)"
3216,28921,"(3216, 28921)"
3216,59005,"(3216, 59005)"
3218,10385,"(3218, 10385)"
3218,52267,"(3218, 52267)"
3218,12224,"(3218, 12224)"
3218,4933,"(3218, 4933)"
3218,25316,"(3218, 25316)"
3221,227204,"(3221, 227204)"
3221,6928,"(3221, 6928)"
3221,5142,"(3221, 5142)"
3221,45465,"(3221, 45465)"
3221,304799,"(3221, 304799)"
3221,105251,"(3221, 105251)"
3221,22278,"(3221, 22278)"
3221,162341,"(3221, 162341)"
3221,6575,"(3221, 6575)"
3221,105652,"(3221, 105652)"
3221,355960,"(3221, 355960)"
3221,2173422,"(3221, 2173422)"
3221,150075,"(3221, 150075)"
3221,4933,"(3221, 4933)"
3221,22652,"(3221, 22652)"
3221,350162,"(3221, 350162)"
3221,14165,"(3221, 14165)"
3221,9183,"(3221, 9183)"
3221,25316,"(3221, 25316)"
3221,7788,"(3221, 7788)"
3221,5229,"(3221, 5229)"
3221,15996,"(3221, 15996)"
3221,25637,"(3221, 25637)"
3221,117246,"(3221, 117246)"
3227,18565,"(3227, 18565)"
3227,211207,"(3227, 211207)"
3227,150075,"(3227, 150075)"
3227,21320,"(3227, 21320)"
3232,4359,"(3232, 4359)"
3232,273060,"(3232, 273060)"
3232,47532,"(3232, 47532)"
3232,5170,"(3232, 5170)"
3232,306892,"(3232, 306892)"
3245,9225,"(3245, 9225)"
3245,10668,"(3245, 10668)"
3245,27826,"(3245, 27826)"
3245,3384,"(3245, 3384)"
3245,26183,"(3245, 26183)"
3245,23919,"(3245, 23919)"
3245,118772,"(3245, 118772)"
3247,12425,"(3247, 12425)"
3247,223499,"(3247, 223499)"
3247,3382,"(3247, 3382)"
3247,128009,"(3247, 128009)"
3328,61969,"(3328, 61969)"
3328,197275,"(3328, 197275)"
3328,149533,"(3328, 149533)"
3328,8743,"(3328, 8743)"
3328,2044438,"(3328, 2044438)"
3328,7213,"(3328, 7213)"
3328,151108,"(3328, 151108)"
3328,134238,"(3328, 134238)"
3328,117349,"(3328, 117349)"
3328,94398,"(3328, 94398)"
3328,173762,"(3328, 173762)"
3328,12503,"(3328, 12503)"
3328,87271,"(3328, 87271)"
3328,204537,"(3328, 204537)"
3328,6400,"(3328, 6400)"
3328,4865,"(3328, 4865)"
3328,2401541,"(3328, 2401541)"
3328,217865,"(3328, 217865)"
3328,276253,"(3328, 276253)"
3328,161585,"(3328, 161585)"
3328,2106169,"(3328, 2106169)"
3328,1163590,"(3328, 1163590)"
3328,325969,"(3328, 325969)"
3328,51061,"(3328, 51061)"
3328,248214,"(3328, 248214)"
3328,26523,"(3328, 26523)"
3328,21917,"(3328, 21917)"
3328,192923,"(3328, 192923)"
3328,17834,"(3328, 17834)"
3328,16851,"(3328, 16851)"
3328,2126297,"(3328, 2126297)"
3328,151032,"(3328, 151032)"
3382,12425,"(3382, 12425)"
3384,71586,"(3384, 71586)"
3384,91051,"(3384, 91051)"
3384,9225,"(3384, 9225)"
3384,464832,"(3384, 464832)"
3384,26183,"(3384, 26183)"
3384,2253010,"(3384, 2253010)"
3384,289268,"(3384, 289268)"
3384,379771,"(3384, 379771)"
3384,27826,"(3384, 27826)"
3391,4071,"(3391, 4071)"
3391,76271,"(3391, 76271)"
3391,29912,"(3391, 29912)"
3395,26193,"(3395, 26193)"
3395,4695,"(3395, 4695)"
3395,119006,"(3395, 119006)"
3395,110338,"(3395, 110338)"
3395,121243,"(3395, 121243)"
3395,225763,"(3395, 225763)"
3426,214844,"(3426, 214844)"
3426,13048,"(3426, 13048)"
3426,79423,"(3426, 79423)"
3426,13243,"(3426, 13243)"
3426,144061,"(3426, 144061)"
3445,3461,"(3445, 3461)"
3445,12951,"(3445, 12951)"
3476,242072,"(3476, 242072)"
3476,48804,"(3476, 48804)"
3476,9298,"(3476, 9298)"
3476,1158613,"(3476, 1158613)"
3476,115055,"(3476, 115055)"
3482,4144,"(3482, 4144)"
3482,6814,"(3482, 6814)"
3482,338181,"(3482, 338181)"
3482,7077,"(3482, 7077)"
3482,20947,"(3482, 20947)"
3486,3716,"(3486, 3716)"
3486,20489,"(3486, 20489)"
3486,2147344,"(3486, 2147344)"
3486,1716116,"(3486, 1716116)"
3486,139206,"(3486, 139206)"
3486,7860,"(3486, 7860)"
3486,16950,"(3486, 16950)"
3486,11575,"(3486, 11575)"
3486,2126412,"(3486, 2126412)"
3486,470092,"(3486, 470092)"
3486,22482,"(3486, 22482)"
3501,155145,"(3501, 155145)"
3501,22482,"(3501, 22482)"
3507,1084549,"(3507, 1084549)"
3508,149531,"(3508, 149531)"
3508,274494,"(3508, 274494)"
3508,45145,"(3508, 45145)"
3508,1970342,"(3508, 1970342)"
3508,28921,"(3508, 28921)"
3508,57613,"(3508, 57613)"
3508,112349,"(3508, 112349)"
3508,6460,"(3508, 6460)"
3508,12633,"(3508, 12633)"
3508,6491,"(3508, 6491)"
3508,8549,"(3508, 8549)"
3508,115055,"(3508, 115055)"
3508,401889,"(3508, 401889)"
3508,70213,"(3508, 70213)"
3508,74338,"(3508, 74338)"
3508,10859,"(3508, 10859)"
3508,8876,"(3508, 8876)"
3508,221952,"(3508, 221952)"
3508,13123,"(3508, 13123)"
3508,3559,"(3508, 3559)"
3508,11134,"(3508, 11134)"
3508,189352,"(3508, 189352)"
3508,17401,"(3508, 17401)"
3508,117859,"(3508, 117859)"
3508,1395899,"(3508, 1395899)"
3508,328973,"(3508, 328973)"
3508,148789,"(3508, 148789)"
3508,11575,"(3508, 11575)"
3508,101724,"(3508, 101724)"
3508,112025,"(3508, 112025)"
3508,15770,"(3508, 15770)"
3508,259533,"(3508, 259533)"
3508,251466,"(3508, 251466)"
3508,56950,"(3508, 56950)"
3508,7901,"(3508, 7901)"
3508,153388,"(3508, 153388)"
3508,12107,"(3508, 12107)"
3508,143241,"(3508, 143241)"
3508,22482,"(3508, 22482)"
3508,133080,"(3508, 133080)"
3513,118966,"(3513, 118966)"
3529,122925,"(3529, 122925)"
3529,2197118,"(3529, 2197118)"
3529,156718,"(3529, 156718)"
3529,5279,"(3529, 5279)"
3529,108215,"(3529, 108215)"
3529,16065,"(3529, 16065)"
3529,54486,"(3529, 54486)"
3529,112349,"(3529, 112349)"
3529,15070,"(3529, 15070)"
3529,171250,"(3529, 171250)"
3529,85764,"(3529, 85764)"
3529,7431,"(3529, 7431)"
3529,38198,"(3529, 38198)"
3529,93531,"(3529, 93531)"
3529,25659,"(3529, 25659)"
3529,7077,"(3529, 7077)"
3529,2304456,"(3529, 2304456)"
3529,64459,"(3529, 64459)"
3529,100813,"(3529, 100813)"
3529,133080,"(3529, 133080)"
3558,9298,"(3558, 9298)"
3558,9751,"(3558, 9751)"
3559,84528,"(3559, 84528)"
3559,117859,"(3559, 117859)"
3559,10859,"(3559, 10859)"
3559,1395899,"(3559, 1395899)"
3559,182987,"(3559, 182987)"
3559,13123,"(3559, 13123)"
3559,12107,"(3559, 12107)"
3559,12633,"(3559, 12633)"
3559,115055,"(3559, 115055)"
3559,143241,"(3559, 143241)"
3559,248214,"(3559, 248214)"
3559,15770,"(3559, 15770)"
3559,128956,"(3559, 128956)"
3559,259533,"(3559, 259533)"
3603,11158,"(3603, 11158)"
3603,184713,"(3603, 184713)"
3603,13854,"(3603, 13854)"
3603,29639,"(3603, 29639)"
3603,264675,"(3603, 264675)"
3614,8400,"(3614, 8400)"
3636,17153,"(3636, 17153)"
3636,27399,"(3636, 27399)"
3669,25094,"(3669, 25094)"
3669,51323,"(3669, 51323)"
3669,122523,"(3669, 122523)"
3669,3767,"(3669, 3767)"
3669,310981,"(3669, 310981)"
3669,27409,"(3669, 27409)"
3669,38198,"(3669, 38198)"
3669,53106,"(3669, 53106)"
3669,121243,"(3669, 121243)"
3669,48031,"(3669, 48031)"
3669,2473299,"(3669, 2473299)"
3676,221952,"(3676, 221952)"
